games                                      ,country ,sport ,gold ,silver ,bronze ,men ,women
2008_beijing_paralympics                   ,THA     ,P-SW  ,   0 ,     0 ,     0 ,  8 ,    0
2008_beijing_paralympics                   ,UKR     ,P-SW  ,  13 ,    10 ,    20 , 23 ,    8
2008_beijing_paralympics                   ,USA     ,P-SW  ,  17 ,    14 ,    13 , 20 ,   18
2008_beijing_paralympics                   ,UZB     ,P-SW  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,VEN     ,P-SW  ,   0 ,     0 ,     0 ,  1 ,    2
2008_beijing_paralympics                   ,VIE     ,P-SW  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,ARG     ,P-TT  ,   0 ,     0 ,     0 ,  1 ,    1
2008_beijing_paralympics                   ,AUS     ,P-TT  ,   0 ,     0 ,     0 ,  0 ,    2
2008_beijing_paralympics                   ,AUT     ,P-TT  ,   1 ,     0 ,     0 ,  7 ,    1
2008_beijing_paralympics                   ,BEL     ,P-TT  ,   0 ,     0 ,     0 ,  3 ,    0
2008_beijing_paralympics                   ,BRA     ,P-TT  ,   0 ,     1 ,     0 ,  8 ,    3
2008_beijing_paralympics                   ,CAN     ,P-TT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,CHN     ,P-TT  ,  13 ,     6 ,     3 , 14 ,   12
2008_beijing_paralympics                   ,CRC     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,CRO     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,CUB     ,P-TT  ,   0 ,     0 ,     0 ,  3 ,    1
2008_beijing_paralympics                   ,CZE     ,P-TT  ,   0 ,     0 ,     0 ,  4 ,    2
2008_beijing_paralympics                   ,DEN     ,P-TT  ,   1 ,     0 ,     0 ,  3 ,    0
2008_beijing_paralympics                   ,EGY     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,FIN     ,P-TT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,FRA     ,P-TT  ,   4 ,     3 ,     5 , 16 ,   10
2008_beijing_paralympics                   ,GER     ,P-TT  ,   1 ,     2 ,     1 , 10 ,    2
2008_beijing_paralympics                   ,GBR     ,P-TT  ,   0 ,     0 ,     0 ,  7 ,    4
2008_beijing_paralympics                   ,HKG     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,HUN     ,P-TT  ,   0 ,     0 ,     0 ,  3 ,    0
2008_beijing_paralympics                   ,IRI     ,P-TT  ,   0 ,     0 ,     0 ,  0 ,    2
2008_beijing_paralympics                   ,IRL     ,P-TT  ,   0 ,     0 ,     0 ,  0 ,    2
2008_beijing_paralympics                   ,ISR     ,P-TT  ,   0 ,     0 ,     0 ,  4 ,    0
2008_beijing_paralympics                   ,ITA     ,P-TT  ,   0 ,     2 ,     1 ,  5 ,    8
2008_beijing_paralympics                   ,JPN     ,P-TT  ,   0 ,     0 ,     0 ,  1 ,    1
2008_beijing_paralympics                   ,JOR     ,P-TT  ,   0 ,     0 ,     1 ,  0 ,    3
2008_beijing_paralympics                   ,KOR     ,P-TT  ,   1 ,     2 ,     4 , 10 ,    4
2008_beijing_paralympics                   ,LBA     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,MEX     ,P-TT  ,   0 ,     0 ,     0 ,  0 ,    2
2008_beijing_paralympics                   ,NED     ,P-TT  ,   0 ,     0 ,     2 ,  3 ,    1
2008_beijing_paralympics                   ,NGR     ,P-TT  ,   0 ,     0 ,     0 ,  4 ,    1
2008_beijing_paralympics                   ,NOR     ,P-TT  ,   0 ,     0 ,     1 ,  2 ,    0
2008_beijing_paralympics                   ,POL     ,P-TT  ,   1 ,     2 ,     0 ,  5 ,    5
2008_beijing_paralympics                   ,RUS     ,P-TT  ,   1 ,     1 ,     0 ,  4 ,    5
2008_beijing_paralympics                   ,SRB     ,P-TT  ,   0 ,     1 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,SVK     ,P-TT  ,   1 ,     2 ,     1 ,  8 ,    2
2008_beijing_paralympics                   ,SLO     ,P-TT  ,   0 ,     0 ,     1 ,  2 ,    3
2008_beijing_paralympics                   ,RSA     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,ESP     ,P-TT  ,   0 ,     1 ,     2 ,  5 ,    0
2008_beijing_paralympics                   ,SWE     ,P-TT  ,   0 ,     1 ,     1 ,  5 ,    4
2008_beijing_paralympics                   ,TPE     ,P-TT  ,   0 ,     0 ,     0 ,  6 ,    2
2008_beijing_paralympics                   ,THA     ,P-TT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,TUR     ,P-TT  ,   0 ,     0 ,     1 ,  0 ,    1
2008_beijing_paralympics                   ,UKR     ,P-TT  ,   0 ,     0 ,     0 ,  3 ,    3
2008_beijing_paralympics                   ,USA     ,P-TT  ,   0 ,     0 ,     0 ,  3 ,    1
2008_beijing_paralympics                   ,VEN     ,P-TT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,AUS     ,P-WB  ,   1 ,     0 ,     1 , 12 ,   12
2008_beijing_paralympics                   ,BRA     ,P-WB  ,   0 ,     0 ,     0 , 12 ,   12
2008_beijing_paralympics                   ,CAN     ,P-WB  ,   0 ,     1 ,     0 , 12 ,   12
2008_beijing_paralympics                   ,CHN     ,P-WB  ,   0 ,     0 ,     0 , 12 ,   12
2008_beijing_paralympics                   ,GER     ,P-WB  ,   0 ,     1 ,     0 , 12 ,   12
2008_beijing_paralympics                   ,GBR     ,P-WB  ,   0 ,     0 ,     1 , 12 ,   12
2008_beijing_paralympics                   ,IRI     ,P-WB  ,   0 ,     0 ,     0 , 12 ,    0
2008_beijing_paralympics                   ,ISR     ,P-WB  ,   0 ,     0 ,     0 , 12 ,    0
2008_beijing_paralympics                   ,JPN     ,P-WB  ,   0 ,     0 ,     0 , 12 ,   12
2008_beijing_paralympics                   ,MEX     ,P-WB  ,   0 ,     0 ,     0 ,  0 ,   12
2008_beijing_paralympics                   ,NED     ,P-WB  ,   0 ,     0 ,     0 ,  0 ,   12
2008_beijing_paralympics                   ,RSA     ,P-WB  ,   0 ,     0 ,     0 , 12 ,    0
2008_beijing_paralympics                   ,SWE     ,P-WB  ,   0 ,     0 ,     0 , 12 ,    0
2008_beijing_paralympics                   ,USA     ,P-WB  ,   1 ,     0 ,     0 , 12 ,   12
2008_beijing_paralympics                   ,BLR     ,P-WF  ,   0 ,     1 ,     0 ,  1 ,    1
2008_beijing_paralympics                   ,CAN     ,P-WF  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,CHN     ,P-WF  ,   6 ,     6 ,     1 ,  5 ,    4
2008_beijing_paralympics                   ,FRA     ,P-WF  ,   1 ,     1 ,     0 ,  6 ,    3
2008_beijing_paralympics                   ,GER     ,P-WF  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,GBR     ,P-WF  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,GRE     ,P-WF  ,   0 ,     0 ,     0 ,  3 ,    0
2008_beijing_paralympics                   ,HKG     ,P-WF  ,   3 ,     2 ,     2 ,  3 ,    3
2008_beijing_paralympics                   ,HUN     ,P-WF  ,   0 ,     0 ,     1 ,  3 ,    4
2008_beijing_paralympics                   ,ITA     ,P-WF  ,   0 ,     0 ,     1 ,  5 ,    2
2008_beijing_paralympics                   ,JPN     ,P-WF  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,KOR     ,P-WF  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,KUW     ,P-WF  ,   0 ,     0 ,     0 ,  4 ,    0
2008_beijing_paralympics                   ,POL     ,P-WF  ,   0 ,     0 ,     2 ,  6 ,    1
2008_beijing_paralympics                   ,RUS     ,P-WF  ,   0 ,     0 ,     0 ,  4 ,    1
2008_beijing_paralympics                   ,ESP     ,P-WF  ,   0 ,     0 ,     0 ,  5 ,    1
2008_beijing_paralympics                   ,THA     ,P-WF  ,   0 ,     0 ,     1 ,  1 ,    1
2008_beijing_paralympics                   ,UKR     ,P-WF  ,   0 ,     0 ,     2 ,  5 ,    2
2008_beijing_paralympics                   ,USA     ,P-WF  ,   0 ,     0 ,     0 ,  4 ,    1
2008_beijing_paralympics                   ,AUS     ,P-WR  ,   0 ,     1 ,     0 , 11 ,    0
2008_beijing_paralympics                   ,CAN     ,P-WR  ,   0 ,     0 ,     1 , 11 ,    1
2008_beijing_paralympics                   ,CHN     ,P-WR  ,   0 ,     0 ,     0 , 11 ,    1
2008_beijing_paralympics                   ,GER     ,P-WR  ,   0 ,     0 ,     0 , 11 ,    0
2008_beijing_paralympics                   ,GBR     ,P-WR  ,   0 ,     0 ,     0 , 11 ,    1
2008_beijing_paralympics                   ,JPN     ,P-WR  ,   0 ,     0 ,     0 , 11 ,    0
2008_beijing_paralympics                   ,NZL     ,P-WR  ,   0 ,     0 ,     0 ,  8 ,    0
2008_beijing_paralympics                   ,USA     ,P-WR  ,   1 ,     0 ,     0 , 11 ,    0
2008_beijing_paralympics                   ,ARG     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,AUS     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    1
2008_beijing_paralympics                   ,AUT     ,P-WT  ,   0 ,     0 ,     0 ,  3 ,    0
2008_beijing_paralympics                   ,BEL     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    1
2008_beijing_paralympics                   ,BRA     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,CAN     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,CHI     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,CHN     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,COL     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    1
2008_beijing_paralympics                   ,DEN     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,FIN     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,FRA     ,P-WT  ,   1 ,     0 ,     2 ,  4 ,    2
2008_beijing_paralympics                   ,GER     ,P-WT  ,   0 ,     0 ,     0 ,  0 ,    1
2008_beijing_paralympics                   ,GBR     ,P-WT  ,   1 ,     0 ,     1 ,  6 ,    2
2008_beijing_paralympics                   ,GRE     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,HUN     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,INA     ,P-WT  ,   0 ,     0 ,     0 ,  0 ,    1
2008_beijing_paralympics                   ,ISR     ,P-WT  ,   0 ,     1 ,     0 ,  2 ,    1
2008_beijing_paralympics                   ,ITA     ,P-WT  ,   0 ,     0 ,     0 ,  4 ,    2
2008_beijing_paralympics                   ,JPN     ,P-WT  ,   1 ,     0 ,     1 ,  5 ,    4
2008_beijing_paralympics                   ,KOR     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    2
2008_beijing_paralympics                   ,NED     ,P-WT  ,   2 ,     3 ,     1 ,  5 ,    6
2008_beijing_paralympics                   ,NGR     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,POL     ,P-WT  ,   0 ,     0 ,     0 ,  3 ,    1
2008_beijing_paralympics                   ,ROU     ,P-WT  ,   0 ,     0 ,     0 ,  0 ,    1
2008_beijing_paralympics                   ,RUS     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,SVK     ,P-WT  ,   0 ,     0 ,     0 ,  3 ,    0
2008_beijing_paralympics                   ,RSA     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    1
2008_beijing_paralympics                   ,ESP     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    1
2008_beijing_paralympics                   ,SRI     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,SWE     ,P-WT  ,   0 ,     2 ,     0 ,  4 ,    0
2008_beijing_paralympics                   ,SUI     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    1
2008_beijing_paralympics                   ,THA     ,P-WT  ,   0 ,     0 ,     0 ,  2 ,    0
2008_beijing_paralympics                   ,TUR     ,P-WT  ,   0 ,     0 ,     0 ,  1 ,    0
2008_beijing_paralympics                   ,USA     ,P-WT  ,   1 ,     0 ,     1 ,  7 ,    2
2004_athens_paralympics                    ,ARM     ,P-AR  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,AUS     ,P-AR  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,BLR     ,P-AR  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,CAN     ,P-AR  ,   0 ,     0 ,     0 ,  0 ,    0
2004_athens_paralympics                    ,CHN     ,P-AR  ,   1 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,CYP     ,P-AR  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,CZE     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    3
2004_athens_paralympics                    ,FIN     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,FRA     ,P-AR  ,   0 ,     0 ,     0 ,  4 ,    0
2004_athens_paralympics                    ,GER     ,P-AR  ,   1 ,     0 ,     0 ,  3 ,    1
2004_athens_paralympics                    ,GBR     ,P-AR  ,   2 ,     0 ,     0 ,  5 ,    3
2004_athens_paralympics                    ,GRE     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,IRI     ,P-AR  ,   0 ,     0 ,     0 ,  3 ,    0
2004_athens_paralympics                    ,ISR     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,ITA     ,P-AR  ,   1 ,     1 ,     0 ,  4 ,    3
2004_athens_paralympics                    ,JPN     ,P-AR  ,   0 ,     2 ,     1 ,  3 ,    4
2004_athens_paralympics                    ,KOR     ,P-AR  ,   1 ,     1 ,     3 ,  6 ,    3
2004_athens_paralympics                    ,MAS     ,P-AR  ,   0 ,     0 ,     0 ,  2 ,    0
2004_athens_paralympics                    ,MEX     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,MGL     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,POL     ,P-AR  ,   0 ,     1 ,     1 ,  5 ,    3
2004_athens_paralympics                    ,SVK     ,P-AR  ,   1 ,     0 ,     0 ,  4 ,    0
2004_athens_paralympics                    ,ESP     ,P-AR  ,   0 ,     0 ,     0 ,  3 ,    0
2004_athens_paralympics                    ,SRI     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,SWE     ,P-AR  ,   0 ,     1 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,SUI     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,TPE     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,THA     ,P-AR  ,   0 ,     1 ,     0 ,  2 ,    2
2004_athens_paralympics                    ,UKR     ,P-AR  ,   0 ,     0 ,     0 ,  3 ,    3
2004_athens_paralympics                    ,USA     ,P-AR  ,   0 ,     0 ,     2 ,  4 ,    1
2004_athens_paralympics                    ,VEN     ,P-AR  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,AFG     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    2
2004_athens_paralympics                    ,ALG     ,P-AT  ,   5 ,     2 ,     5 , 12 ,    2
2004_athens_paralympics                    ,ANG     ,P-AT  ,   3 ,     0 ,     0 ,  3 ,    1
2004_athens_paralympics                    ,ARG     ,P-AT  ,   0 ,     0 ,     0 ,  6 ,    3
2004_athens_paralympics                    ,AUS     ,P-AT  ,  10 ,    12 ,    10 , 28 ,   15
2004_athens_paralympics                    ,AUT     ,P-AT  ,   4 ,     5 ,     2 , 13 ,    2
2004_athens_paralympics                    ,AZE     ,P-AT  ,   1 ,     1 ,     0 ,  6 ,    0
2004_athens_paralympics                    ,BRN     ,P-AT  ,   0 ,     1 ,     0 ,  3 ,    0
2004_athens_paralympics                    ,BAN     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,BLR     ,P-AT  ,   4 ,     7 ,     4 , 11 ,    5
2004_athens_paralympics                    ,BEL     ,P-AT  ,   0 ,     1 ,     1 ,  3 ,    0
2004_athens_paralympics                    ,BEN     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,BIH     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,BOT     ,P-AT  ,   1 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,BRA     ,P-AT  ,   5 ,     6 ,     5 ,  9 ,    8
2004_athens_paralympics                    ,BUL     ,P-AT  ,   0 ,     0 ,     0 ,  4 ,    2
2004_athens_paralympics                    ,CAM     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,CAN     ,P-AT  ,  10 ,     4 ,    10 , 27 ,   12
2004_athens_paralympics                    ,CPV     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,CHI     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,CHN     ,P-AT  ,  25 ,    20 ,    13 , 50 ,   24
2004_athens_paralympics                    ,COL     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,CIV     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,CRO     ,P-AT  ,   0 ,     0 ,     1 ,  3 ,    3
2004_athens_paralympics                    ,CUB     ,P-AT  ,   2 ,     2 ,     6 , 11 ,    4
2004_athens_paralympics                    ,CYP     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,CZE     ,P-AT  ,   8 ,     5 ,     4 , 14 ,    7
2004_athens_paralympics                    ,DEN     ,P-AT  ,   2 ,     1 ,     2 ,  4 ,    0
2004_athens_paralympics                    ,DOM     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,ECU     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,EGY     ,P-AT  ,   1 ,     3 ,     5 , 12 ,    3
2004_athens_paralympics                    ,ESA     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,EST     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,ETH     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,FIJ     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,FIN     ,P-AT  ,   3 ,     1 ,     2 ,  3 ,    2
2004_athens_paralympics                    ,FRA     ,P-AT  ,   5 ,     6 ,     7 , 25 ,    2
2004_athens_paralympics                    ,GER     ,P-AT  ,   4 ,    11 ,     9 , 32 ,   21
2004_athens_paralympics                    ,GHA     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,GBR     ,P-AT  ,   6 ,     5 ,     6 , 24 ,   11
2004_athens_paralympics                    ,GRE     ,P-AT  ,   0 ,     5 ,     2 , 29 ,    3
2004_athens_paralympics                    ,GUA     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,GUI     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,HON     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,HKG     ,P-AT  ,   1 ,     2 ,     0 ,  2 ,    1
2004_athens_paralympics                    ,HUN     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,ISL     ,P-AT  ,   0 ,     2 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,IND     ,P-AT  ,   1 ,     0 ,     0 ,  9 ,    1
2004_athens_paralympics                    ,IRI     ,P-AT  ,   4 ,     2 ,     9 , 25 ,    3
2004_athens_paralympics                    ,IRQ     ,P-AT  ,   0 ,     0 ,     0 ,  3 ,    0
2004_athens_paralympics                    ,IRL     ,P-AT  ,   0 ,     2 ,     1 ,  7 ,    4
2004_athens_paralympics                    ,ISR     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,ITA     ,P-AT  ,   1 ,     4 ,     4 , 17 ,    3
2004_athens_paralympics                    ,JAM     ,P-AT  ,   1 ,     0 ,     1 ,  2 ,    2
2004_athens_paralympics                    ,JPN     ,P-AT  ,   7 ,     4 ,     7 , 24 ,   10
2004_athens_paralympics                    ,JOR     ,P-AT  ,   0 ,     1 ,     0 ,  2 ,    1
2004_athens_paralympics                    ,KAZ     ,P-AT  ,   0 ,     0 ,     0 ,  5 ,    1
2004_athens_paralympics                    ,KEN     ,P-AT  ,   3 ,     1 ,     3 ,  7 ,    8
2004_athens_paralympics                    ,KOR     ,P-AT  ,   2 ,     1 ,     0 ,  9 ,    0
2004_athens_paralympics                    ,KUW     ,P-AT  ,   1 ,     2 ,     3 ,  9 ,    1
2004_athens_paralympics                    ,LAT     ,P-AT  ,   1 ,     1 ,     1 ,  3 ,    4
2004_athens_paralympics                    ,LES     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,LTU     ,P-AT  ,   1 ,     0 ,     4 ,  7 ,    4
2004_athens_paralympics                    ,MAC     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,MAS     ,P-AT  ,   0 ,     0 ,     0 ,  2 ,    0
2004_athens_paralympics                    ,MTN     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,MRI     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,MEX     ,P-AT  ,   7 ,     6 ,     4 , 24 ,   16
2004_athens_paralympics                    ,MDA     ,P-AT  ,   0 ,     0 ,     0 ,  2 ,    0
2004_athens_paralympics                    ,MGL     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,MAR     ,P-AT  ,   2 ,     4 ,     0 ,  5 ,    1
2004_athens_paralympics                    ,NEP     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,NED     ,P-AT  ,   1 ,     5 ,     1 ,  7 ,    2
2004_athens_paralympics                    ,NZL     ,P-AT  ,   4 ,     0 ,     1 ,  6 ,    1
2004_athens_paralympics                    ,NCA     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,NIG     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,NGR     ,P-AT  ,   4 ,     1 ,     0 ,  3 ,    1
2004_athens_paralympics                    ,NOR     ,P-AT  ,   0 ,     0 ,     0 ,  4 ,    1
2004_athens_paralympics                    ,PAK     ,P-AT  ,   0 ,     0 ,     0 ,  8 ,    1
2004_athens_paralympics                    ,PLE     ,P-AT  ,   0 ,     1 ,     1 ,  2 ,    0
2004_athens_paralympics                    ,PAN     ,P-AT  ,   0 ,     1 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,PER     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,POL     ,P-AT  ,   5 ,     8 ,     7 , 19 ,    6
2004_athens_paralympics                    ,POR     ,P-AT  ,   0 ,     2 ,     1 ,  9 ,    2
2004_athens_paralympics                    ,PUR     ,P-AT  ,   0 ,     0 ,     1 ,  1 ,    0
2004_athens_paralympics                    ,QAT     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,RUS     ,P-AT  ,   7 ,     3 ,     6 , 12 ,   12
2004_athens_paralympics                    ,RWA     ,P-AT  ,   0 ,     0 ,     1 ,  1 ,    1
2004_athens_paralympics                    ,SAM     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,KSA     ,P-AT  ,   0 ,     0 ,     0 ,  2 ,    0
2004_athens_paralympics                    ,SEN     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,SCG     ,P-AT  ,   0 ,     0 ,     1 ,  2 ,    0
2004_athens_paralympics                    ,SGP     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,SVK     ,P-AT  ,   1 ,     0 ,     1 ,  5 ,    0
2004_athens_paralympics                    ,SLO     ,P-AT  ,   0 ,     1 ,     1 ,  2 ,    1
2004_athens_paralympics                    ,RSA     ,P-AT  ,   9 ,     7 ,     5 , 15 ,    9
2004_athens_paralympics                    ,ESP     ,P-AT  ,   2 ,     6 ,     3 , 28 ,    8
2004_athens_paralympics                    ,SRI     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,SUD     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,SUR     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,SWE     ,P-AT  ,   0 ,     2 ,     1 ,  5 ,    1
2004_athens_paralympics                    ,SUI     ,P-AT  ,   2 ,     5 ,     4 , 10 ,    5
2004_athens_paralympics                    ,TPE     ,P-AT  ,   1 ,     0 ,     0 ,  3 ,    1
2004_athens_paralympics                    ,TAN     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,THA     ,P-AT  ,   2 ,     1 ,     2 , 12 ,    0
2004_athens_paralympics                    ,TGA     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,TUN     ,P-AT  ,   8 ,     7 ,     3 , 14 ,    8
2004_athens_paralympics                    ,TUR     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,UGA     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,UKR     ,P-AT  ,   9 ,     4 ,     8 , 16 ,    8
2004_athens_paralympics                    ,UAE     ,P-AT  ,   0 ,     1 ,     2 ,  9 ,    0
2004_athens_paralympics                    ,USA     ,P-AT  ,   7 ,     8 ,    11 , 32 ,   10
2004_athens_paralympics                    ,URU     ,P-AT  ,   0 ,     0 ,     0 ,  1 ,    0
2004_athens_paralympics                    ,VEN     ,P-AT  ,   0 ,     1 ,     2 ,  5 ,    1
2004_athens_paralympics                    ,VIE     ,P-AT  ,   0 ,     0 ,     0 ,  0 ,    1
2004_athens_paralympics                    ,ZIM     ,P-AT  ,   1 ,     0 ,     0 ,  1 ,    1
2004_athens_paralympics                    ,ARG     ,P-FB  ,   0 ,     1 ,     0 ,  8 ,    0
2004_athens_paralympics                    ,BRA     ,P-FB  ,   1 ,     0 ,     0 ,  8 ,    0
2004_athens_paralympics                    ,FRA     ,P-FB  ,   0 ,     0 ,     0 ,  6 ,    0
2004_athens_paralympics                    ,GRE     ,P-FB  ,   0 ,     0 ,     0 ,  8 ,    0
